break_year,label,coef,se_CR2,df_CR2,t_CR2,p_CR2,ci_low,ci_high,n_pre,n_post
2019,interaction @ break=2019,-0.014879853847144088,0.017588377672209186,9.376342920602182,-0.8460049087219257,0.4186166279777147,-0.05442541762778715,0.024665709933498974,89,181
2020,interaction @ break=2020,0.0027484666006866573,0.014256891811112785,8.997610384845729,0.19278161306830685,0.85141120741837,-0.029504169050480485,0.0350011022518538,114,156
2021,interaction @ break=2021,0.01436816923477531,0.012241366256473523,15.17995358174074,1.1737390201177162,0.25858689025958626,-0.011696771077998581,0.0404331095475492,140,130
2022,interaction @ break=2022,0.012049682916028306,0.00903433533217886,13.426423500210582,1.333765293514096,0.20446578167327278,-0.007404986520296341,0.03150435235235295,166,104
