Mã,year,opex,dd,td,ta,eq,gl,n3,n4,n5,ie,CI,CASA,lnTA,eq_ratio,loan_ratio,dep_depth,NPL_ratio,cost_dep,SOE,branch_count_legacy,branch_den_legacy,SW_stock,SW_delta,Land_stock,Land_delta,staff,phys,StaffRatio,PhysCost,fee_income,network_count_harmonized,branch_count,branch_den,CI_raw,Staff_raw,AssetCost_raw,Other_raw,NonAsset_raw,NonAssetMinusAsset_raw,AssetCostShare_raw,NonAssetShare_raw,AssetCostShare_ex_sw_raw,SW_khauhao_vnd
ACB,2016,4677889000000.0,31893354000000.0,207051269000000.0,233680877000000.0,14062716000000.0,163401221000000.0,193836000000.0,180518000000.0,1046193000000.0,9556360000000.0,0.0200182790310222,0.1540360228364502,33.08497752699654,0.0601791476501519,0.699249434090407,0.8792102882914845,0.8693613127897006,0.0461545589464607,0,349.0,149.3489773234632,428105.0,70177.0,294716.0,55349.0,2309184000000.0,952575000000.0,0.4936380491285706,0.6972715684361044,944382000000.0,349.0,349.0,149.3489773234632,0.020018279031022296,0.009881784207785219,0.004076392609567278,0.006060102213669799,0.01594188642145502,0.011865493811887742,0.2036335193075338,0.7963664806924663,0.20363330553589448,1000000.0
ACB,2017,6217359000000.0,38194539000000.0,241392932000000.0,284316123000000.0,16030847000000.0,198513394000000.0,325864000000.0,275371000000.0,788384000000.0,11861885000000.0,0.0218677679422352,0.1582255896373966,33.281107844198026,0.0563838829498951,0.6982136359533856,0.8490300495550862,0.700012715514803,0.0491393219417045,0,354.0,124.50929488793008,447559.0,19454.0,342874.0,48158.0,2668747000000.0,1038298000000.0,0.4292412582255585,0.5962411049450418,1188331000000.0,354.0,354.0,124.50929488793007,0.0218677679422352,0.009386548226109568,0.0036519138944505094,0.008829305821675121,0.01821585404778469,0.01456394015333418,0.1669998467194833,0.8330001532805167,0.16699968587948677,1000000.0
ACB,2018,6712217000000.0,45021707000000.0,269998503000000.0,329333241000000.0,21017899000000.0,230527220000000.0,172866000000.0,338018000000.0,1164094000000.0,13652442000000.0,0.0203812314226731,0.1667479874879158,33.428091244643895,0.0638195492692461,0.699981633496875,0.8198337409857755,0.7265857801955015,0.0505648803541699,0,358.0,108.70448391815997,526382.0,78823.0,368362.0,25488.0,3220678000000.0,1379216000000.0,0.4798232834248356,0.6853017415855298,1497526000000.0,358.0,358.0,108.70448391815997,0.02038123142267318,0.009779389381468481,0.004187904008147177,0.006413938033057523,0.016193327414526004,0.012005423406378828,0.20547845816069418,0.7945215418393058,0.20547830917862164,1000000.0
ACB,2019,8307596000000.0,56057704000000.0,308129391000000.0,383514439000000.0,27765359000000.0,268700541000000.0,235338000000.0,310859000000.0,903155000000.0,16205362000000.0,0.0216617554782598,0.1819291039328345,33.580398386613794,0.0723971672941367,0.7006269221587248,0.8034362195161053,0.580532310053297,0.0525927174535583,0,369.0,96.2154126353506,592512.0,66130.0,816902.0,448540.0,3763241000000.0,1643038000000.0,0.452987964267882,0.6507633495899415,1896492000000.0,369.0,369.0,96.2154126353506,0.021661755478259843,0.009812514516565568,0.004284162036465073,0.007565078925229202,0.01737759344179477,0.013093431405329698,0.1977753853220595,0.8022246146779406,0.19777526495029368,1000000.0
ACB,2020,7624268000000.0,74064578000000.0,353195838000000.0,444530104000000.0,35448163000000.0,311478989000000.0,212494000000.0,411284000000.0,1216606000000.0,17273625000000.0,0.0171512973618542,0.2096983317226971,33.72803889412354,0.0797429975631076,0.7006926779474085,0.7945375011092612,0.5908533368200961,0.0489066493473232,0,371.0,83.45891462954778,676176.0,83664.0,819706.0,2804.0,4337109000000.0,1750411000000.0,0.5688557904837553,0.7984399289217011,1694654000000.0,371.0,371.0,83.45891462954778,0.01715129736185426,0.009756614818599551,0.003937665827914323,0.003457016715340387,0.013213631533939937,0.009275965706025614,0.22958413843794578,0.7704158615620542,0.2295840072778134,1000000.0
ACB,2021,8229776000000.0,94329551000000.0,379920669000000.0,527769944000000.0,44900909000000.0,361912538000000.0,537788000000.0,882155000000.0,1379421000000.0,14769018000000.0,0.0155934912428434,0.2482874944611134,33.89968159256349,0.0850766693148407,0.6857391977592419,0.7198603734812151,0.7734918539904245,0.0388739523934666,0,371.0,70.29578023867157,723927.0,47751.0,855886.0,36180.0,5128784000000.0,1692359000000.0,0.6231984928872912,0.8288370181642853,2893963000000.0,371.0,371.0,70.29578023867157,0.015593491242843491,0.009717840241391237,0.003206622543098059,0.0026690284583541952,0.012386868699745432,0.009180246156647373,0.2056385252769942,0.7943614747230058,0.20563840376700412,1000000.0
ACB,2022,11605045000000.0,90144575000000.0,413952789000000.0,607875185000000.0,58438663000000.0,413706244000000.0,442270000000.0,437272000000.0,2165373000000.0,17165305000000.0,0.0190911642494503,0.2177653524639013,34.040990688991336,0.0961359575814893,0.6805776156169296,0.6809832005233114,0.7360089542182496,0.041466818091664,0,384.0,63.17086294614906,835179.0,111252.0,874309.0,18423.0,6069294000000.0,1733724000000.0,0.5229875455028395,0.6723815375123492,3526244000000.0,384.0,384.0,63.17086294614906,0.019091164249450322,0.009984441131611583,0.002852105239334618,0.0062546178785041215,0.016239059010115704,0.013386953770781085,0.14939399200950965,0.8506060079904904,0.14939390584008935,1000000.0
ACB,2023,10874286000000.0,103970539000000.0,482702731000000.0,718794589000000.0,70955961000000.0,487601852000000.0,940414000000.0,1048813000000.0,3897998000000.0,27387226000000.0,0.0151285028663453,0.2153924813820869,34.20859674298546,0.0987152130606815,0.678360493334209,0.6715447478138987,1.2073836421769786,0.0567372509852238,0,384.0,53.42277277493529,949476.0,114297.0,1152201.0,277892.0,6215207000000.0,1780389000000.0,0.5715508126234679,0.7352754930300711,2922337000000.0,384.0,384.0,53.42277277493529,0.015128502866345312,0.008646708107036126,0.002476909296822767,0.004004885462486419,0.012651593569522545,0.010174684272699778,0.16372468040660323,0.8362753195933967,0.16372458844654258,1000000.0
ACB,2024,10902603000000.0,118184292000000.0,537304578000000.0,864005703000000.0,83461678000000.0,580686248000000.0,923291000000.0,978211000000.0,6748132000000.0,23108047000000.0,0.012618670180236,0.2199577238666297,34.39260048540526,0.0965985267344931,0.6720861285796397,0.6218761937963736,1.4895537874008684,0.0430073517817672,0,388.0,44.907110989289386,1107472.0,157996.0,1842793.0,690592.0,6468329000000.0,1645532000000.0,0.5932829985646547,0.7442131938583841,3238785000000.0,388.0,388.0,44.907110989289386,0.012618670180236068,0.007486442482428845,0.001904538354650189,0.003227689343157033,0.01071413182558588,0.00880959347093569,0.1509301952937294,0.8490698047062707,0.15093010357251382,1000000.0
ACB,2025,10924359000000.0,124538983000000.0,585180175000000.0,1025850127000000.0,94519719000000.0,686777352000000.0,764791000000.0,770229000000.0,5136367000000.0,31850134000000.0,0.0106490789565404,0.2128216031925552,34.56429805594053,0.0921379415104366,0.669471430498736,0.5704343739872637,0.9714046307106528,0.0544279101731359,0,389.0,37.919769151619946,1290183.0,182711.0,1827344.0,-15449.0,6231750000000.0,1648010000000.0,0.5704453689227899,0.7213018173423265,3146740000000.0,389.0,389.0,37.919769151619946,0.010649078956540403,0.006074717774051609,0.0016064822303229096,0.0029678789521658854,0.009042596726217494,0.007436114495894585,0.15085644841953658,0.8491435515804635,0.15085635688098495,1000000.0
BAB,2015,579541000000.0,489755000000.0,52895602000000.0,63460126000000.0,5011667000000.0,41754607000000.0,5581000000.0,7984000000.0,279255000000.0,3654073000000.0,0.0091323644708805,0.012142915872040399,31.781432887584305,0.0789734801345966,0.6579660273602356,0.8335250074984093,0.7012878842327507,0.0690808472129686,0,92.0,144.97292362766504,79.07046,0.0,528.988,0.0,239967000000.0,123467000000.0,0.4140638884910644,0.6271066240352279,3441000000.0,92.0,92.0,144.97292362766504,0.009132364470880502,0.0037813823439304234,0.0019455839088627085,0.0034053982180873694,0.007186780562017793,0.005241196653155084,0.2130427355441634,0.7869572644558366,0.21304101004070464,1000000.0
BAB,2016,704966000000.0,721012000000.0,59156703000000.0,75938148000000.0,5807109000000.0,48102315000000.0,3153000000.0,5242000000.0,381793000000.0,4303825000000.0,0.0092834236621098,0.0121881707978215,31.96094028276034,0.0764715647265982,0.6334407180959957,0.7790116635449156,0.8111626228384227,0.0727529558231127,0,96.0,126.41867431373228,79.07046,9.668000000000006,528.988,430.594,335924000000.0,128097000000.0,0.4765109239310832,0.658217559428398,3545000000.0,96.0,96.0,126.41867431373227,0.009283423662109852,0.004423652786475646,0.001686859679538142,0.003172911196096064,0.00759656398257171,0.005909704303033569,0.18170663549731478,0.8182933645026853,0.18170521698918815,1000000.0
BAB,2017,748903000000.0,762285000000.0,63415099000000.0,91782201000000.0,6374612000000.0,55487573000000.0,5004000000.0,9209000000.0,337399000000.0,5154240000000.0,0.0081595667987957,0.012142915872040399,32.150439505867226,0.0694536841625752,0.6045570099152449,0.690930249101348,0.633677021699976,0.0812778042024345,0,108.0,117.66987370459768,79.07046,6.236999999999995,528.988,8.272000000000048,367116000000.0,131154000000.0,0.4902050065228741,0.6653331606362907,61695000000.0,108.0,108.0,117.66987370459769,0.008159566798795771,0.003999860495827508,0.0014289698718382227,0.0027307364311300406,0.006730596926957548,0.0053016270551193255,0.17512815411341656,0.8248718458865835,0.17512681882700432,1000000.0
BAB,2018,879857000000.0,751244000000.0,72534422000000.0,97029061000000.0,7082456000000.0,63979415000000.0,251322000000.0,7448000000.0,229305000000.0,5889353000000.0,0.0090679739753433,0.012142915872040399,32.20603164749957,0.072993141714522,0.6593840478369671,0.7475535808802685,0.7628625550890079,0.0811939054260334,0,125.0,128.82738296313102,80.205,4.201999999999998,528.988,0.0,496096000000.0,141370000000.0,0.563837078070641,0.7245109148418436,73004000000.0,125.0,125.0,128.82738296313102,0.009067973975343325,0.0051128599502781955,0.0014569861703598265,0.0024981278547053032,0.007610987804983499,0.006154001634623672,0.1606738367712026,0.8393261632287974,0.16067270022287714,1000000.0
BAB,2019,1103592000000.0,1352820000000.0,76163271000000.0,107889769000000.0,7814985000000.0,72933312000000.0,264743000000.0,17576000000.0,217707000000.0,6969579000000.0,0.0102288846313129,0.0177621047814503,32.312131164419895,0.0724349034429761,0.6759984072261754,0.7059359910206129,0.6855934363710234,0.091508399107491,0,135.0,125.12771252666228,87.34,7.135000000000005,528.988,0.0,631317000000.0,163603000000.0,0.5720565208881543,0.7203024306084133,72725000000.0,135.0,135.0,125.12771252666228,0.01022888463131291,0.005851500154755174,0.0015163903075925578,0.002860994168965179,0.008712494323720354,0.007196104016127796,0.14824590972025894,0.8517540902797411,0.14824500358828263,1000000.0
BAB,2020,1240389000000.0,1409379000000.0,86442223000000.0,117189393000000.0,8363582000000.0,79440423000000.0,23123000000.0,271073000000.0,333804000000.0,7793519000000.0,0.0105844818225144,0.0163042891666494,32.39481248556281,0.0713680802152461,0.6778806593869805,0.7376283875794117,0.7905295267624645,0.0901587063534911,0,144.0,122.87801507769564,94.825,7.484999999999999,564.919,35.930999999999926,723402000000.0,174426000000.0,0.5832057523889683,0.7238277669344052,59762000000.0,144.0,144.0,122.87801507769565,0.010584481822514431,0.0061729306849468875,0.0014884111568015375,0.0029231399807660065,0.009096070665712894,0.007607659508911357,0.14062201454543696,0.859377985454563,0.1406212083467364,1000000.0
BAB,2021,1312134000000.0,3047940000000.0,93440398000000.0,119791806000000.0,9051143000000.0,84598379000000.0,61465000000.0,40122000000.0,553716000000.0,7341600000000.0,0.0109534536944872,0.0326190819521124,32.41677640194181,0.0755572797692022,0.7062117337140739,0.7800232847311777,0.7746046765269581,0.0785698708175451,0,145.0,121.04333747167983,109.544,14.718999999999994,564.919,0.0,756394000000.0,184159000000.0,0.5764609407270904,0.7168116975857649,64859000000.0,145.0,145.0,121.04333747167983,0.01095345369448725,0.006314238220934744,0.00153732551623773,0.0031018899573147765,0.00941612817824952,0.00787880266201179,0.14035075685867449,0.8596492431413255,0.14034999474139073,1000000.0
