Mã,year,opex,dd,td,ta,eq,gl,n3,n4,n5,ie,CI,CASA,lnTA,eq_ratio,loan_ratio,dep_depth,NPL_ratio,cost_dep,SOE,branch_count_legacy,branch_den_legacy,SW_stock,SW_delta,Land_stock,Land_delta,staff,phys,StaffRatio,PhysCost,fee_income,network_count_harmonized,branch_count,branch_den,CI_raw,Staff_raw,AssetCost_raw,Other_raw,NonAsset_raw,NonAssetMinusAsset_raw,AssetCostShare_raw,NonAssetShare_raw,AssetCostShare_ex_sw_raw,SW_khauhao_vnd
HDB,2016,3276988000000.0,9813269000000.0,103299771000000.0,150294272000000.0,9942643000000.0,82224372000000.0,376621000000.0,460699000000.0,361461000000.0,6643222000000.0,0.021803811658238,0.0949979743904756,32.64361630151548,0.066154503878897,0.547089193126402,0.6873167528300745,1.4579387727035482,0.0643101328849993,0,218.0,145.04877471311747,181223.0,1430.0,804824.0,562357.0,1467206000000.0,485936000000.0,0.4477300496675606,0.5960174404056408,118224000000.0,218.0,218.0,145.04877471311747,0.021803811658238047,0.009762221676685057,0.0032332303389446537,0.008808359642608336,0.018570581319293393,0.01533735098034874,0.1482873907380802,0.8517126092619198,0.14828708557980683,1000000.0
HDB,2017,4072277000000.0,14570147000000.0,120537469000000.0,189334271000000.0,14759106000000.0,104497028000000.0,513992000000.0,548566000000.0,520683000000.0,8259439000000.0,0.0215083987621026,0.1208764969173195,32.87453519843412,0.0779526385901895,0.5519181891798131,0.6366384086904161,1.515106247806397,0.0685217556708445,0,238.0,125.70360280944594,193208.0,11985.0,985740.0,180916.0,2003352000000.0,531612000000.0,0.4919488531845942,0.6224930180338911,196433000000.0,238.0,238.0,125.70360280944594,0.021508398762102608,0.010581032104853326,0.002807795953644335,0.008119570703604946,0.018700602808458273,0.015892806854813937,0.13054416484929685,0.8694558351507031,0.1305439192864336,1000000.0
HDB,2018,4441456000000.0,10697917000000.0,128060094000000.0,216057406000000.0,16828140000000.0,123131648000000.0,525191000000.0,626723000000.0,733036000000.0,9151374000000.0,0.0205568329372611,0.0835382566562851,33.006565256821034,0.0778873555484601,0.5699024637924237,0.5927132810249514,1.5308412017680455,0.0714615592895004,0,283.0,130.98370717271317,200159.0,6951.0,1036922.0,51182.0,2376730000000.0,566012000000.0,0.5351240674229352,0.6625624569960842,438175000000.0,283.0,283.0,130.98370717271317,0.020556832937261127,0.011000456054720938,0.002619729684248824,0.006936647198291365,0.0179371032530123,0.015317373568763478,0.12743838957314899,0.872561610426851,0.12743816442175718,1000000.0
HDB,2019,5080492000000.0,15314372000000.0,126018576000000.0,229477262000000.0,20381116000000.0,146324378000000.0,483922000000.0,583859000000.0,928884000000.0,9871512000000.0,0.0221394135337033,0.121524718704963,33.06682506426805,0.0888154051620155,0.6376421643029714,0.5491549572349351,1.3645470613242587,0.0783337846953611,0,283.0,123.32376529749602,214820.0,14661.0,357688.0,-678906.76,2615979000000.0,626753000000.0,0.5149066271534332,0.6382712540438997,625876000000.0,283.0,283.0,123.32376529749602,0.022139413533703394,0.011399730749794286,0.0027312204901590643,0.008008462293750044,0.019408193043544332,0.016676972553385266,0.12336462689046652,0.8766353731095335,0.12336443005913601,1000000.0
HDB,2020,6172829000000.0,21038455000000.0,174620270000000.0,319127480000000.0,24704048000000.0,178323092000000.0,815000000000.0,803467000000.0,738881000000.0,11239541000000.0,0.0193428312723178,0.1204811732337832,33.39661176270951,0.077411221371472,0.5587832548923709,0.5471802992333973,1.321953300361122,0.0643656145990382,0,305.0,95.57309198192522,320924.0,106104.0,359832.0,2144.0,3538343000000.0,672596000000.0,0.5732125416077458,0.682173279058921,949983000000.0,305.0,305.0,95.57309198192522,0.019342831272317885,0.011087553475495122,0.002107609159825409,0.0061476686369973535,0.017235222112492475,0.015127612952667065,0.10896073745117513,0.8910392625488248,0.1089605754508994,1000000.0
HDB,2021,6382768000000.0,23925107000000.0,183283117000000.0,374611571000000.0,30790113000000.0,203210901000000.0,1600455000000.0,878136000000.0,881482000000.0,12285433000000.0,0.0170383631849962,0.1305363384888309,33.556910794409696,0.082192103457477,0.5424576193883771,0.4892617612177281,1.6534905280499692,0.0670298126804554,0,326.0,87.02347317509847,333129.0,12205.0,637045.0,277213.0,3789826000000.0,761762000000.0,0.5937590086307383,0.7131056619949213,1927438000000.0,326.0,326.0,87.02347317509847,0.017038363184996227,0.010116681633413827,0.002033471624932803,0.0048882099266495975,0.015004891560063426,0.012971419935130624,0.11934665336418306,0.880653346635817,0.11934649669234412,1000000.0
HDB,2022,8630709000000.0,22236736000000.0,215797174000000.0,416273023000000.0,38994886000000.0,263856383000000.0,1848250000000.0,1414595000000.0,1141346000000.0,15311836000000.0,0.0207332892672221,0.1030446116963515,33.662362466204144,0.0936762265278958,0.6338541496118042,0.5184029761159901,1.669162197224541,0.0709547568032563,0,344.0,82.63807188869887,357930.0,24801.0,641030.0,3984.0,5428661000000.0,893167000000.0,0.6289936319252567,0.7324807266703118,2956818000000.0,344.0,344.0,82.63807188869887,0.020733289267222104,0.013041106917946974,0.0021456278707736483,0.005546554478501482,0.018587661396448456,0.016442033525674807,0.10348709474505512,0.8965129052549449,0.10348697887971893,1000000.0
HDB,2023,9129202000000.0,40325322000000.0,370777888000000.0,602314859000000.0,46400322000000.0,343404295000000.0,2610402000000.0,1907723000000.0,1641838000000.0,30456603000000.0,0.0151568600103222,0.1087587024607033,34.031801446103934,0.0770366550097015,0.5701408322719131,0.6155881470624652,1.793793231386346,0.0821424469627487,0,372.0,61.76171722172307,427194.0,69264.0,641030.0,0.0,5130179000000.0,996502000000.0,0.5619526219268672,0.6711080552276092,2187802000000.0,372.0,372.0,61.76171722172307,0.015156860010322275,0.008517437222979086,0.001654453621905416,0.004984969165437773,0.01350240638841686,0.011847952766511443,0.10915543330074194,0.890844566699258,0.10915532376214263,1000000.0
HDB,2024,11980755000000.0,51502553000000.0,437505165000000.0,697366458000000.0,56657261000000.0,442484841000000.0,4199973000000.0,1967085000000.0,2389173000000.0,27138452000000.0,0.0171799989267622,0.1177187313891482,34.17833215322912,0.0812446029631095,0.6345083505579214,0.627367662985592,1.9336777686356943,0.0620300151199357,0,368.0,52.769959865204754,562727.0,135533.0,727701.0,86671.0,6915153000000.0,1157439000000.0,0.577188415922035,0.6737966012993338,1769868000000.0,368.0,368.0,52.769959865204754,0.017179998926762263,0.00991609636608017,0.0016597285210984438,0.005604174039583648,0.015520270405663818,0.013860541884565375,0.09660818537729884,0.9033918146227011,0.096608101910105,1000000.0
HDB,2025,11600987000000.0,67857913000000.0,560714282000000.0,931103945000000.0,78285522000000.0,546370779000000.0,4017065000000.0,5500307000000.0,3802915000000.0,33246226000000.0,0.0124593898052918,0.1210204825851038,34.46739203573812,0.0840781766852035,0.5867989089016264,0.6022037442876477,2.437957429637722,0.0592926327494543,0,375.0,40.27477297392397,663687.0,100960.0,727701.0,0.0,6652127000000.0,1279178000000.0,0.5734104348190374,0.6836750183411119,4126040000000.0,375.0,375.0,40.27477297392397,0.012459389805291824,0.007144344125832267,0.0013738294278196833,0.003941216251639874,0.011085560377472142,0.009711730949652459,0.11026458352207445,0.8897354164779256,0.11026449732251231,1000000.0
KLB,2015,571923000000.0,397256000000.0,20080836000000.0,25322238000000.0,3373347000000.0,16217984000000.0,31282000000.0,30197000000.0,121083000000.0,1287136000000.0,0.0225857998807214,0.019782841710375,30.86270409792408,0.1332167796543101,0.6404640853624392,0.7930118972896472,1.1256762862757788,0.0640977297957117,0,103.0,406.7570962724543,52994.0,2522.0,645328.0,-33787.0,316943000000.0,110902000000.0,0.5541707537553132,0.7480814725059143,9047000000.0,103.0,103.0,406.75709627245425,0.022585799880721444,0.012516389744066065,0.0043796286884279344,0.005689781448227444,0.018206171192293508,0.013826542503865573,0.19391071875060104,0.8060892812493989,0.19390897026347953,1000000.0
KLB,2016,681680000000.0,479410000000.0,22889160000000.0,30451008000000.0,3363886000000.0,19766439000000.0,35559000000.0,23710000000.0,150381000000.0,1508068000000.0,0.0223861226531482,0.0209448490027593,31.04714021298482,0.1104687897359588,0.6491226497329744,0.7516716687999294,1.0606361621331997,0.0658856856258595,0,114.0,374.37184345424623,53750.0,756.0,705743.0,60415.0,375114000000.0,137000000000.0,0.5502787231545593,0.7512527872315455,24981000000.0,114.0,114.0,374.37184345424623,0.022386122653148297,0.0123186069899558,0.004499030048529099,0.005568485614663397,0.0178870926046192,0.0133880625560901,0.20097406407698626,0.7990259359230137,0.2009725971130149,1000000.0
KLB,2017,806203000000.0,766333000000.0,26124192000000.0,37326805000000.0,3551597000000.0,24685503000000.0,33115000000.0,23136000000.0,150859000000.0,1867071000000.0,0.0215985000591398,0.029334227829898,31.25073281719325,0.0951487007795068,0.6613344753187421,0.6998775276908913,0.8389944494953172,0.0714690429468593,0,117.0,313.44766850524707,62175.0,8424.0,687916.0,-17827.0,440189000000.0,171565000000.0,0.5460026817067165,0.7588088856032538,48102000000.0,117.0,117.0,313.44766850524707,0.021598500059139807,0.01179283895313301,0.004596294807444677,0.00520936629856212,0.01700220525169513,0.012405910444250452,0.2128062038965372,0.7871937961034627,0.2128049635141521,1000000.0
KLB,2018,928436000000.0,918220000000.0,29206157000000.0,42309803000000.0,3750147000000.0,29471994000000.0,63407000000.0,44399000000.0,169912000000.0,2196765000000.0,0.0219437561550452,0.0314392612489209,31.376039924540017,0.0886354162414795,0.6965760157285535,0.6902929091870269,0.9423115382013176,0.0752158183632307,0,134.0,316.7114722798402,68257.0,6082.0,683232.0,-4684.0,502088000000.0,198470000000.0,0.5407890258456156,0.7545571261777871,55959000000.0,134.0,134.0,316.7114722798402,0.021943756155045204,0.011866942514480628,0.004690875067416409,0.005385938573148167,0.017252881087628794,0.012562006020212384,0.2137681003321715,0.7862318996678285,0.2137670232520066,1000000.0
KLB,2019,1041601000000.0,1506970000000.0,32920772000000.0,51102121000000.0,3791854000000.0,33479645000000.0,37763000000.0,65241000000.0,238952000000.0,2889998000000.0,0.020382735190189,0.0457756579948975,31.56484711912613,0.0742014993859061,0.6551517695322274,0.644215374152474,1.0213847846952977,0.0877864589566733,0,134.0,262.22003583765144,90123.0,21866.0,708653.0,25421.0,577443000000.0,221296000000.0,0.5543802281295813,0.7668377814537428,76456000000.0,134.0,134.0,262.22003583765144,0.020382735190189072,0.011299785384641863,0.004330466048561859,0.0047524837569853495,0.01605226914162721,0.011721803093065352,0.21245755332416158,0.7875424466758384,0.21245659326363936,1000000.0
KLB,2020,1085478000000.0,1356564000000.0,42017697000000.0,57281987000000.0,3918172000000.0,34716197000000.0,51165000000.0,49953000000.0,1781686000000.0,2980182000000.0,0.0189497267264838,0.0322855391146259,31.67900732722509,0.0684014679867861,0.6060578345510256,0.7335237340841546,5.423416625962804,0.0709268287597961,0,134.0,233.93043261575409,90611.0,488.0,710761.0,2108.0,627372000000.0,207814000000.0,0.5779684157578504,0.7694177127495905,86979000000.0,134.0,134.0,233.93043261575406,0.018949726726483842,0.010952343535150065,0.003627911859970919,0.004369471331362859,0.015321814866512923,0.011693903006542005,0.19144929699174004,0.8085507030082599,0.1914483757386147,1000000.0
KLB,2021,1227211000000.0,7949405000000.0,51397605000000.0,83822488000000.0,4679417000000.0,38387339000000.0,98389000000.0,95906000000.0,531881000000.0,3518179000000.0,0.0146405938225073,0.1546648914866753,32.059722440638254,0.0558253174255576,0.4579599092787606,0.6131720284895386,1.891707054766156,0.0684502517189273,0,134.0,159.8616352213263,98250.0,7639.0,686287.0,-24474.0,761402000000.0,205471000000.0,0.6204328351033359,0.7878620709886075,255650000000.0,134.0,134.0,159.8616352213263,0.014640593822507392,0.009083505132894647,0.0024512634366090397,0.0031058252530037057,0.012189330385898353,0.009738066949289314,0.16742923588527156,0.8325707641147285,0.16742842102947253,1000000.0
KLB,2022,1459022000000.0,2051780000000.0,52195871000000.0,85760181000000.0,5183574000000.0,44702595000000.0,75282000000.0,121976000000.0,647757000000.0,3284730000000.0,0.0170128139071907,0.0393092396139916,32.08257592378986,0.0604426662765555,0.5212511736653168,0.6086259426154896,1.890304131113641,0.0629308398742881,0,134.0,156.24967022865775,114325.0,16075.0,686287.0,0.0,957263000000.0,189687000000.0,0.6560990855518286,0.7861087769752615,396044000000.0,134.0,134.0,156.24967022865775,0.017012813907190796,0.011162091647171314,0.0022118306863181643,0.0036388915737013182,0.014800983220872633,0.01258915253455447,0.13000969142343297,0.8699903085765671,0.1300090060328083,1000000.0
KLB,2023,1645837000000.0,3403885000000.0,56897722000000.0,86972602000000.0,5757558000000.0,51783052000000.0,229607000000.0,320567000000.0,451397000000.0,5741323000000.0,0.0189236260862932,0.059824627073822,32.09661426544533,0.0661996751574708,0.595394995771197,0.6542028258508352,1.9341675728189984,0.0966493725732364,0,134.0,154.0715086344088,148559.0,34234.0,686287.0,0.0,1023502000000.0,199696000000.0,0.6218732474722588,0.7432072556395317,512733000000.0,134.0,134.0,154.07150863440881,0.018923626086293246,0.011768096808233932,0.002296079402108724,0.00485944987595059,0.01662754668418452,0.014331467282075797,0.12133400816727294,0.8786659918327271,0.12133340057368987,1000000.0
KLB,2024,2021575000000.0,4076479000000.0,63521494000000.0,92176268000000.0,6604952000000.0,61431909000000.0,231594000000.0,170332000000.0,838649000000.0,3920020000000.0,0.0219316212715403,0.0641747972741321,32.15472381639569,0.0716556673785057,0.6664612305631641,0.6891306773235818,2.019430976823461,0.0617117097403282,0,134.0,145.37364433109835,227825.0,79266.0,686287.0,0.0,1323461000000.0,259850000000.0,0.6546682660796657,0.7832066581749378,480475000000.0,134.0,134.0,145.37364433109835,0.021931621271540306,0.014357936470155203,0.002819055334286261,0.004754629467098842,0.019112565937254043,0.016293510602967784,0.12853839209527224,0.8714616079047277,0.12853789743145816,1000000.0
KLB,2025,2061000000000.0,5840326000000.0,72010409000000.0,103302689000000.0,8416503000000.0,71587702000000.0,239102000000.0,470205000000.0,625418000000.0,4629566000000.0,0.0199510779433824,0.081103913741137,32.26868452269308,0.0814741908606077,0.6929897245946812,0.6970816509916794,1.8644613009089188,0.0642902333744556,0,134.0,129.71588764741642,229825.0,2000.0,686287.0,0.0,1288892000000.0,287893000000.0,0.6253721494420185,0.7650582241630277,877846000000.0,134.0,134.0,129.71588764741642,0.01995107794338248,0.012476848497138347,0.002786887764364004,0.00468734168188013,0.017164190179018476,0.014377302414654472,0.13968607472100922,0.8603139252789908,0.13968558951965065,1000000.0
LPB,2015,1563456000000.0,,77628984000000.0,107587385000000.0,7600520000000.0,56164794000000.0,108688000000.0,45832000000.0,388153000000.0,4348857000000.0,0.0145319639472601,,32.30932451700616,0.0706450853880313,0.5220388431227323,0.7215435527129876,0.9662155976215278,0.0560210474994751,0,131.0,121.76148718550972,,,,,679507000000.0,414902000000.0,0.4346185629784272,0.6999934759916493,6045000000.0,131.0,131.0,121.76148718550971,0.014531963947260173,0.00631586128801253,0.0038564186684154466,0.004359683990832195,0.010675545278844727,0.00681912661042928,0.26537491301322197,0.734625086986778,0.26537427340456016,1000000.0
LPB,2016,2031488000000.0,,110984894000000.0,141865255000000.0,8331885000000.0,79676162000000.0,160520000000.0,109998000000.0,617025000000.0,4884081000000.0,0.0143198417399665,,32.58589881458047,0.058730976799076,0.5616326703814828,0.782326116426464,1.113937942944591,0.0440067186080296,0,134.0,94.4558271156669,114343.0,81.0,373270.0,25000.0,1023221000000.0,454633000000.0,0.5036805533677777,0.7274736547791569,76065000000.0,134.0,134.0,94.4558271156669,0.014319841739966562,0.007212625811725359,0.0032046817947072384,0.0039025341335339643,0.011115159945259323,0.007910478150552085,0.22379310141137926,0.7762068985886207,0.22323735114359525,1129000000.0
LPB,2017,2813096000000.0,36412964000000.0,128275377000000.0,163433639000000.0,9383258000000.0,100621236000000.0,189204000000.0,154283000000.0,730402000000.0,6282936000000.0,0.0172124662781326,0.283865577725022,32.72742814619938,0.0574132599470541,0.6156702904963157,0.7848774449671282,1.0672588040957875,0.0489800626350916,0,227.0,138.89429458276945,160828.0,46485.0,373270.0,0.0,1506146000000.0,565216000000.0,0.5354051194840134,0.7363282305331919,64880000000.0,227.0,227.0,138.89429458276945,0.01721246627813262,0.009215642564258145,0.0034583822734314813,0.0045384414404429935,0.013754084004701139,0.010295701731269657,0.20092311104917854,0.7990768889508214,0.1956755119626205,14762000000.0
LPB,2018,3048068000000.0,22719344000000.0,124948075000000.0,175094532000000.0,10200892000000.0,119193424000000.0,501728000000.0,233610000000.0,945117000000.0,8840534000000.0,0.0174081278563284,0.1818302843000982,32.79634712686297,0.0582593407314398,0.6807375572413649,0.7136035236097493,1.4098554631671625,0.0707536630716399,0,388.0,221.5945841187091,203950.0,43122.0,373270.0,0.0,1620343000000.0,662755000000.0,0.5315967360308235,0.7490311895928831,152825000000.0,388.0,388.0,221.5945841187091,0.01740812785632849,0.00925410394883148,0.0037851267679792537,0.004368897139517756,0.013623001088349237,0.009837874320369984,0.21743445356205965,0.7825655464379404,0.210146230333444,22215000000.0
LPB,2019,4032180000000.0,19684437000000.0,136847259000000.0,202058040000000.0,12579800000000.0,140522626000000.0,279874000000.0,324179000000.0,1426284000000.0,10198972000000.0,0.0199555533647658,0.1438423914650713,32.939576098792,0.0622583491357235,0.6954567410433161,0.6772670812802104,1.4448470383694652,0.0745281423576046,0,538.0,266.26013001016935,220762.0,16812.0,373270.0,0.0,1864881000000.0,726329000000.0,0.4624994419891969,0.6426325213656137,393411000000.0,538.0,538.0,266.26013001016935,0.019955553364765885,0.009229432295789862,0.003594655278255693,0.0071314657907203295,0.016360898086510194,0.0127662428082545,0.18013307937641673,0.8198669206235834,0.1743957363014548,23134000000.0
LPB,2020,4645147000000.0,25281802000000.0,174525987000000.0,242342951000000.0,14231726000000.0,176621536000000.0,404729000000.0,356353000000.0,1766267000000.0,11148984000000.0,0.019167658810922,0.1448598139141307,33.12137499176433,0.0587255620238774,0.7288082251668215,0.7201611859550229,1.4309404488476425,0.063881512384743,0,556.0,229.42693307386523,251945.0,31183.0,373270.0,0.0,2239354000000.0,810693000000.0,0.482084635857595,0.656609360263518,626801000000.0,556.0,556.0,229.42693307386523,0.01916765881092205,0.009240433818105978,0.003345230371482932,0.0065819946213331385,0.015822428439439117,0.012477198067956184,0.17452472440592298,0.825475275594077,0.1692652568368665,24431000000.0
LPB,2021,5090421000000.0,17846441000000.0,180276346000000.0,289193879000000.0,16801877000000.0,208954136000000.0,460296000000.0,1069630000000.0,1333528000000.0,11908392000000.0,0.0176021049186867,0.0989949119558924,33.29811844070563,0.0580990063071148,0.7225399677287084,0.6233753861712958,1.3703744059892644,0.0660563200010721,0,556.0,192.25856436608743,262760.0,10815.0,409789.0,36519.0,2737169000000.0,855389000000.0,0.5377097493507904,0.7057486993708378,857882000000.0,556.0,556.0,192.25856436608743,0.01760210491868675,0.009464823423873366,0.002957839228678834,0.005179442266134549,0.014644265690007915,0.011686426461329082,0.16803895002004746,0.8319610499799526,0.1628405587671432,26462000000.0
LPB,2022,5306893000000.0,18760984000000.0,215888025000000.0,327745847000000.0,24055154000000.0,235506871000000.0,1069695000000.0,1004566000000.0,1352557000000.0,13325675000000.0,0.0161920983853076,0.086901457364298,33.42325956724875,0.0733957553396549,0.7185655383758379,0.6587056006235221,1.4550819623432558,0.0617249381942328,0,561.0,171.16921698171817,269167.0,6407.0,409789.0,0.0,3038695000000.0,884358000000.0,0.5725939829576364,0.7392372523810071,1661862000000.0,561.0,561.0,171.16921698171817,0.016192098385307687,0.009271498106885242,0.0026983042137525546,0.004222296064669891,0.013493794171555133,0.010795489957802579,0.1666432694233707,0.8333567305766293,0.16579833058627713,4484000000.0
LPB,2023,5759872000000.0,22919137000000.0,237391609000000.0,382863179000000.0,34117400000000.0,275430884000000.0,812753000000.0,1706597000000.0,1169301000000.0,21150522000000.0,0.0150442046034413,0.0965456913011613,33.57869880629863,0.0891112070090187,0.7193976833170473,0.6200429344499592,1.3392292637742105,0.0890954911552918,0,566.0,147.83349014609732,371819.0,102652.0,624217.0,214428.0,3233810000000.0,1023185000000.0,0.5614378236183026,0.7390780559012422,3565627000000.0,566.0,566.0,147.83349014609732,0.015044204603441377,0.008446385490624576,0.0026724560002673956,0.003925363112549405,0.012371748603173981,0.009699292602906586,0.17764023228293963,0.8223597677170604,0.17342538167514834,24277000000.0
LPB,2024,5810443000000.0,27721935000000.0,283171846000000.0,508330398000000.0,43338300000000.0,331606315000000.0,855049000000.0,1921132000000.0,2422462000000.0,18743291000000.0,0.0114304456763964,0.0978979209677504,33.86215274185905,0.0852561644365796,0.652344058715922,0.5570625858971353,1.5677153192936029,0.0661905174005186,0,566.0,111.34490524802337,634205.0,262386.0,624217.0,0.0,3150672000000.0,1173005000000.0,0.5422429924878361,0.7441217476877409,3210999000000.0,566.0,566.0,111.34490524802335,0.011430445676396476,0.006198079069038873,0.0023075641445310536,0.0029248024628265494,0.009122881531865423,0.006815317387334369,0.20187875519990472,0.7981212448000953,0.19810468840327664,21929000000.0
LPB,2025,6190125000000.0,28540907000000.0,337583366000000.0,605584514000000.0,47192474000000.0,391746491000000.0,953049000000.0,1389832000000.0,4255424000000.0,23257395000000.0,0.0102217359541,0.0845447669361765,34.03721524639062,0.077928799216289,0.6468898757209633,0.5574504601681409,1.6843303390304012,0.0688937825212632,0,566.0,93.46342036745015,839103.0,204898.0,638041.0,13824.0,3170041000000.0,1471961000000.0,0.512112598695503,0.7499044041921609,3198621000000.0,566.0,566.0,93.46342036745015,0.010221735954100041,0.0052346797626334285,0.0024306450478355527,0.00255641114363106,0.0077910909062644884,0.005360445858428936,0.237791805496658,0.762208194503342,0.2311331354374912,41218000000.0
MBB,2015,3449129000000.0,56547885000000.0,181565384000000.0,221041993000000.0,23183051000000.0,121348630000000.0,425343000000.0,442136000000.0,1082115000000.0,6219098000000.0,0.0156039535890359,0.3114463988355842,33.02937381297067,0.1048807544908446,0.5489845090204195,0.8214067450975254,1.6066056946831622,0.0354836505465313,0,250.0,113.1006812809546,363495.0,97426.0,933908.0,19320.0,1660746000000.0,599752000000.0,0.4814972127745874,0.6553822718721162,543838000000.0,250.0,250.0,113.1006812809546,0.015603953589035907,0.00751326016138481,0.0027132943919846034,0.005377399035666495,0.012890659197051305,0.010177364805066702,0.1738850590975287,0.8261149409024714,0.15914626562242237,50836000000.0
MBB,2016,4174668000000.0,66096129000000.0,194812397000000.0,256258500000000.0,26588446000000.0,150737702000000.0,896027000000.0,476547000000.0,614623000000.0,7573533000000.0,0.0162908469377601,0.3392809185546852,33.177207816562735,0.1037563475943237,0.5882251788721155,0.7602182834910842,1.318314511654158,0.0388760321038501,0,265.0,103.41120392104068,436531.0,73036.0,964940.0,31032.0,2222110000000.0,821682000000.0,0.5322842439207142,0.7291099555701196,682640000000.0,265.0,265.0,103.41120392104067,0.016290846937760114,0.008671361145093724,0.0032064575418961714,0.004413028250770218,0.013084389395863942,0.009877931853967771,0.1968257116494054,0.8031742883505946,0.17971105726251763,71448000000.0
MBB,2017,5999239000000.0,66297035000000.0,220176022000000.0,313877828000000.0,29601170000000.0,184188142000000.0,735553000000.0,668431000000.0,813673000000.0,8657074000000.0,0.0191132933416373,0.3011092415867155,33.3800249433219,0.0943079356341155,0.5868147590214623,0.701470452382511,1.2040172488411334,0.0393188773298847,0,282.0,89.84387390370243,621885.0,185354.0,980764.0,15824.0,3410749000000.0,967191000000.0,0.5685302752565784,0.7297492231931416,1130676000000.0,282.0,282.0,89.84387390370243,0.01911329334163737,0.010866485924580822,0.003081425044141697,0.005165382372914852,0.016031868297495675,0.01295044325335398,0.16121894793656327,0.8387810520634368,0.14342652459753644,106741000000.0
MBB,2018,8733802000000.0,76888783000000.0,239964318000000.0,362325062000000.0,34172858000000.0,214685958000000.0,1099661000000.0,797692000000.0,962335000000.0,10240868000000.0,0.0241048796122195,0.3204175672484773,33.5235628861542,0.0943154685777711,0.5925230697952658,0.6622901454164383,1.3320330899331572,0.042676628281043,0,296.0,81.69459721226792,743180.0,121295.0,1075116.0,94352.0,4968364000000.0,1128422000000.0,0.5688661135207782,0.6980678059795722,2561310000000.0,296.0,296.0,81.69459721226792,0.024104879612219594,0.013712449181889604,0.0031143912424142495,0.00727803918791574,0.020990488369805344,0.017876097127391095,0.129201692458794,0.870798307541206,0.11745194131948491,102620000000.0
MBB,2019,9723706000000.0,92352406000000.0,272709512000000.0,411487575000000.0,39885814000000.0,250330623000000.0,1380392000000.0,899344000000.0,617902000000.0,13196607000000.0,0.0236306187373944,0.3386475422976812,33.65079994117912,0.0969307858202036,0.6083552413459872,0.6627405748521082,1.1575243832633293,0.0483907103320987,0,296.0,71.93412826620585,872307.0,129127.0,1102024.0,26908.0,6064062000000.0,1254228000000.0,0.6236369137446155,0.7526235367461748,3185837000000.0,296.0,296.0,71.93412826620585,0.02363061873739444,0.014736926139264351,0.0030480337103738794,0.005845658887756209,0.02058258502702056,0.01753455131664668,0.12898662300155928,0.8710133769984407,0.11911970600509723,95943000000.0
MBB,2020,10555457000000.0,115194453000000.0,310960354000000.0,494982162000000.0,50099495000000.0,298296983000000.0,889758000000.0,973564000000.0,1384484000000.0,12489598000000.0,0.0213249240282723,0.3704473947183633,33.83554284148428,0.1012147484215805,0.6026418846988671,0.6282253743115697,1.0887827182616865,0.0401645992466293,0,296.0,59.80013477738214,1169487.0,297180.0,1102024.0,0.0,5998888000000.0,1603540000000.0,0.5683210115867082,0.7202367457894054,3575553000000.0,296.0,296.0,59.80013477738214,0.021324924028272355,0.012119402395757446,0.003239591490571735,0.005965930141943175,0.01808533253770062,0.014845741047128883,0.15191573420269724,0.8480842657973027,0.13221436078040014,207957000000.0
MBB,2021,12377188000000.0,171396096000000.0,384692155000000.0,607140419000000.0,62486023000000.0,363554778000000.0,1433433000000.0,1015111000000.0,819491000000.0,12265378000000.0,0.0203860385714165,0.3976197281155396,34.03978121301893,0.102918568826168,0.5987985095750972,0.6336131526766298,0.898911305189888,0.0354836505465313,0,296.0,48.753136957597285,1811224.0,641737.0,1102024.0,0.0,6710310000000.0,2186760000000.0,0.5421514159759067,0.718828056905979,4367378000000.0,296.0,296.0,48.753136957597285,0.02038603857141654,0.011052319677632927,0.0036017368166687646,0.005731982077114849,0.016784301754747776,0.013182564938079011,0.17667664093007232,0.8233233590699277,0.14650726804828368,373412000000.0
MBB,2022,14815628000000.0,166971567000000.0,443605638000000.0,728532373000000.0,79613219000000.0,460574482000000.0,1517212000000.0,1220770000000.0,2293312000000.0,16462690000000.0,0.0203362658257603,0.3763964041412837,34.22205317846254,0.1092789036569003,0.6321949429692674,0.6089031241992592,1.0923953012229628,0.037111092803559,0,296.0,40.62962895953561,2439978.0,628754.0,1102024.0,0.0,8154390000000.0,2568050000000.0,0.5503911140317508,0.7237249747361367,4135568000000.0,296.0,296.0,40.62962895953561,0.020336265825760362,0.011192900003086067,0.0035249634678897104,0.005618402354784585,0.01681130235787065,0.01328633888998094,0.17333386070438592,0.8266661392956139,0.14134831139118773,473886000000.0
MBB,2023,14912941000000.0,216092296000000.0,567532577000000.0,944953640000000.0,96711159000000.0,611048830000000.0,3210741000000.0,3704226000000.0,2889691000000.0,30459195000000.0,0.0157816641671436,0.3807575190525142,34.48215698401784,0.1023448716489414,0.6466442417217421,0.6005930375589643,1.6045621100362797,0.0536695094420985,0,306.0,32.38254101016003,3020072.0,580094.0,1153177.0,51153.0,7996974000000.0,2843585000000.0,0.5362439239852153,0.7269229456483466,4085225000000.0,306.0,306.0,32.38254101016003,0.015781664167143692,0.008462821520005997,0.003009232283607056,0.004309610363530639,0.012772431883536637,0.009763199599929582,0.19067902166313136,0.8093209783368687,0.15366077019952,552051000000.0
