Mã,year,opex,dd,td,ta,eq,gl,n3,n4,n5,ie,CI,CASA,lnTA,eq_ratio,loan_ratio,dep_depth,NPL_ratio,cost_dep,SOE,branch_count,branch_den,Land_stock,Land_delta,staff,phys,StaffRatio,PhysCost,fee_income,SW_stock,SW_delta
BVB,2024,1475162000000.0,4415471000000.0,67389449000000.0,103536280000000.0,6154909000000.0,68142074000000.0,269589000000.0,519414000000.0,1313451000000.0,4179471000000.0,0.0142477786530479,0.0655216961337671,32.27094319861316,0.059446881808,0.6581468254412849,0.650877634390573,3.085397723585578,0.0620196642355689,0,125.0,120.73062698408714,810344.0,-72658.0,796544000000.0,362735000000.0,0.5399705252711228,0.7858655523935676,37546000000.0,384366.0,30550.0
BVB,2025,1707567000000.0,5951956000000.0,71413689000000.0,133047699000000.0,7460484000000.0,77688221000000.0,280810000000.0,395028000000.0,1665312000000.0,5511984000000.0,0.0128342467613814,0.0833447492118772,32.52172881895242,0.0560737544209614,0.5839125485364464,0.5367525296322486,3.013519900269052,0.0771838575654591,0,125.0,93.9512678080964,831264.0,20920.0,947888000000.0,407128000000.0,0.555110282641911,0.7935360662275623,1674000000.0,403372.0,19006.0
CTG,2015,10719457000000.0,71433115000000.0,492960064000000.0,779483487000000.0,56110146000000.0,538079829000000.0,1411357000000.0,735343000000.0,2795540000000.0,23632746000000.0,0.013752000111325,0.1449064949001629,34.28965262010963,0.0719837519790845,0.690303050640507,0.6324188673928893,0.9184956829147372,0.0479404879337243,1,1162.0,149.07307459099516,4218797.0,234644.0,5492149000000.0,2045177000000.0,0.5123532843128155,0.7031443850187561,1459902000000.0,872095.0,-18383.0
CTG,2016,12848843000000.0,86007168000000.0,655060148000000.0,948567505000000.0,60306764000000.0,661987797000000.0,2350744000000.0,811889000000.0,3819724000000.0,30585706000000.0,0.0135455230463539,0.1312965965989431,34.485974073039976,0.0635766708032023,0.6978815883008769,0.6905783136646664,1.054756149832774,0.0466914467219275,1,1155.0,121.76255183862746,4256208.0,37411.0,6944745000000.0,2143870000000.0,0.5404957473602876,0.7073489029323496,1698025000000.0,888254.0,16159.0
CTG,2017,15069777000000.0,115412491000000.0,752935338000000.0,1095060842000000.0,63765283000000.0,790688059000000.0,1243379000000.0,2550738000000.0,5217014000000.0,38204212000000.0,0.0137615887830276,0.1532834032024141,34.62958632010588,0.0582298997045134,0.7220494320259878,0.6875739768256639,1.1396568972341088,0.0507403625143703,1,1113.0,101.6381882459824,4495619.0,239411.0,8281388000000.0,2631446000000.0,0.5495362008342923,0.7241536487235345,1855200000000.0,1824424.0,936170.0
CTG,2018,14084040000000.0,124039627000000.0,825816119000000.0,1164289661000000.0,67316334000000.0,864925948000000.0,2139221000000.0,2016689000000.0,9553438000000.0,51658034000000.0,0.0120966804668722,0.1502024774597551,34.69088756291835,0.0578175141933172,0.7428786641093431,0.7092875138053811,1.5850314158918029,0.0625539182530778,1,1113.0,95.59476797587055,4481723.0,-13896.0,7345648000000.0,2350109000000.0,0.5215583028733233,0.688421575059429,2770777000000.0,1942646.0,118222.0
CTG,2019,15734862000000.0,146420659000000.0,892785228000000.0,1240711475000000.0,77354818000000.0,935270945000000.0,2062615000000.0,1546701000000.0,7204095000000.0,49543734000000.0,0.0126821282119599,0.164004347751148,34.75446138014576,0.0623471448106015,0.7538182436815135,0.7195752163088521,1.1561795068914495,0.0554934517800959,1,1113.0,89.70659354947934,4091247.0,-413502.0,9434827000000.0,2280260000000.0,0.5996129486232545,0.7445306479332325,4055378000000.0,2211079.0,268433.0
CTG,2020,16069428000000.0,186452167000000.0,990331285000000.0,1341509978000000.0,85439224000000.0,1015333270000000.0,1857241000000.0,1611589000000.0,6050271000000.0,48096888000000.0,0.0119786123573655,0.1882725203415138,34.832572223709164,0.0636888471954399,0.756858530052618,0.7382213336023357,0.9375346284082664,0.0485664632921295,1,1113.0,82.96621107949747,4042835.0,-48412.0,9261722000000.0,2530639000000.0,0.5763566693226417,0.7338382548526308,4362454000000.0,2344478.0,133399.0
CTG,2021,17185850000000.0,225756534000000.0,1161848113000000.0,1531587398000000.0,93649511000000.0,1130667767000000.0,7095731000000.0,2003066000000.0,5201668000000.0,42839837000000.0,0.0112209398056172,0.1943081298441632,34.96508110750097,0.0611453914561394,0.7382326130891813,0.7585908022729762,1.264780461367835,0.0368721492255847,1,1113.0,72.6697021308346,4118602.0,75647.0,10013309000000.0,2903591000000.0,0.5826484578883209,0.7516008809572992,4960506000000.0,2509092.0,164614.0
CTG,2022,19194714000000.0,243525291000000.0,1249176034000000.0,1808810868000000.0,108316308000000.0,1274843694000000.0,7305070000000.0,2262069000000.0,6256884000000.0,56872679000000.0,0.01061178608531,0.1949487377052896,35.13144604527762,0.0598826057031408,0.7047965691457798,0.6906062187591854,1.2412520118721315,0.0455281541208306,1,1112.0,61.47685309020378,4113942.0,-4660.0,11086985000000.0,2691964000000.0,0.5776061576119342,0.7178512271659792,5861949000000.0,2665355.0,156263.0
CTG,2023,20443499000000.0,310918934000000.0,1410899038000000.0,2032613606000000.0,125871820000000.0,1473344564000000.0,2508483000000.0,4721294000000.0,9378555000000.0,79714259000000.0,0.0100577399165554,0.2203693713199626,35.24809885049941,0.0619260933944569,0.7248522590082476,0.6941304701666944,1.1272537603091195,0.0564989108738764,1,1111.0,54.65869148570484,4119986.0,6044.0,11636246000000.0,2715410000000.0,0.569190528490255,0.7020156383210134,7113729000000.0,2684421.0,19066.0
CTG,2024,22545929000000.0,383283642000000.0,1606316685000000.0,2385387732000000.0,148504708000000.0,1721954714000000.0,2817030000000.0,4824119000000.0,13348618000000.0,62057891000000.0,0.0094516831362659,0.2386102600932642,35.408138077106926,0.0622560039224684,0.7218762345844076,0.6733985688998253,1.2189500007954333,0.0386336589661956,1,1108.0,46.44947172051609,4160402.0,40416.0,12987140000000.0,2862498000000.0,0.5760303778123315,0.7029933430554137,6695988000000.0,2767424.0,83003.0
CTG,2025,26552924000000.0,445508702000000.0,1793732057000000.0,2767699300000000.0,179655005000000.0,1992272868000000.0,1490975000000.0,578479000000.0,19846742000000.0,76689083000000.0,0.0095938615874925,0.2483697050857802,35.5567927923719,0.0649113164136002,0.7198299569610037,0.6480949924726288,1.1000599542371523,0.0427539234194552,1,1000.0,36.131092709385015,4154198.0,-6204.0,15853418000000.0,3159579000000.0,0.5970498013702747,0.716041555348104,6328951000000.0,3209661.0,442237.0
EIB,2015,2304554000000.0,13799880000000.0,98430542000000.0,124849675000000.0,13144721000000.0,84759792000000.0,181992000000.0,591316000000.0,802164000000.0,5203494000000.0,0.0184586303488575,0.1401991670430911,32.45813152952719,0.1052843829989945,0.6788947748562422,0.7883924567685098,1.858749252239788,0.0528646281354419,0,208.0,166.6003535852216,3582433.0,373335.0,1148906000000.0,499114000000.0,0.498537244082803,0.7151145080566566,292041000000.0,147837.0,15342.0
EIB,2016,2255214000000.0,14218491000000.0,102351494000000.0,128801508000000.0,13448419000000.0,86891327000000.0,1069988000000.0,357925000000.0,1132235000000.0,5228494000000.0,0.0175092204665802,0.1389182555557029,32.4892936376048,0.104411968530679,0.6746142056038661,0.7946451527570625,2.946379216880875,0.0510837096330025,0,208.0,161.48879250699454,2461195.0,-1121238.0,1172904000000.0,483102000000.0,0.5200854553049068,0.7343010463751999,299852000000.0,160405.0,12568.0
EIB,2017,2206068000000.0,15630465000000.0,117539696000000.0,149369554000000.0,14251181000000.0,101324328000000.0,884448000000.0,352827000000.0,1061155000000.0,6282831000000.0,0.0147691945307676,0.1329803082015798,32.637444579372286,0.095408874287728,0.6783465926396218,0.7869053153897748,2.2683890881565976,0.0534528437099241,0,207.0,138.58245837702643,2381088.0,-80107.0,1261055000000.0,448982000000.0,0.5716301582725465,0.7751515365800148,331194000000.0,169936.0,9531.0
EIB,2018,2900904000000.0,17366984000000.0,118693869000000.0,152652063000000.0,14883534000000.0,104042577000000.0,848445000000.0,118178000000.0,954387000000.0,6726598000000.0,0.0190033723946462,0.1463174479551256,32.65918234959394,0.0974997239310156,0.681566792844457,0.7775451354365254,1.8463691071396664,0.0566718235463366,0,207.0,135.60249100596826,2381088.0,0.0,1507232000000.0,458873000000.0,0.5195732089031557,0.677755968484307,346658000000.0,451823.0,281887.0
EIB,2019,2700748000000.0,18345274000000.0,139278464000000.0,167538318000000.0,15749313000000.0,113254792000000.0,973397000000.0,144790000000.0,814984000000.0,8085390000000.0,0.0161201809367574,0.1317165157708804,32.75223320521024,0.0940042444499174,0.6759933688721884,0.831323040977408,1.7069220346985403,0.0580519756449927,0,207.0,123.55382486291882,2354475.0,-26613.0,1655878000000.0,467504000000.0,0.6131182916732698,0.7862199657280131,383536000000.0,469471.0,17648.0
EIB,2020,2438684000000.0,18605465000000.0,133917740000000.0,160435177000000.0,16819490000000.0,100767406000000.0,159488000000.0,479162000000.0,1895805000000.0,7505157000000.0,0.0152004320099949,0.1389320414158721,32.708911095296536,0.1048366718229132,0.6280879784861645,0.8347155686436523,2.5151535606662336,0.0560430380620222,0,207.0,129.02407306846428,2328318.0,-26157.0,1468998000000.0,474267000000.0,0.6023732472103807,0.7968498583662336,467956000000.0,491794.0,22323.0
EIB,2021,2514159000000.0,20526786000000.0,137373791000000.0,165831996000000.0,17784908000000.0,114674630000000.0,326126000000.0,564576000000.0,1356594000000.0,6560189000000.0,0.0151608800511573,0.1494228691701461,32.74199631950496,0.1072465412525095,0.6915108830988201,0.8283913497609955,1.9597150651369009,0.047754298343561,0,207.0,124.82512723298584,2328318.0,0.0,1562230000000.0,491210000000.0,0.621372793049286,0.8167502532656049,432865000000.0,514474.0,22680.0
EIB,2022,3475409000000.0,20276509000000.0,148614571000000.0,185056051000000.0,20479900000000.0,130505614000000.0,264618000000.0,450518000000.0,1631524000000.0,6578208000000.0,0.018780304568371,0.1364368841060679,32.85167987349657,0.1106686319595137,0.7052220843078512,0.8030786899262213,1.7981295425344692,0.0442635466747066,0,207.0,111.85800133603846,2354257.0,25939.0,2181150000000.0,539940000000.0,0.6275951981479014,0.7829553298618954,513815000000.0,518454.0,3980.0
EIB,2023,3140808000000.0,24670283000000.0,156329168000000.0,201416835000000.0,22444999000000.0,140448924000000.0,446225000000.0,1412553000000.0,1868082000000.0,10102088000000.0,0.0155935724042133,0.1578098528612395,32.936397682590474,0.111435565949589,0.6973047908333978,0.776147475458047,2.653534034906526,0.0646206215336603,0,215.0,106.74380818266756,2349062.0,-5195.0,1731432000000.0,656777000000.0,0.5512696096036434,0.760380449871498,514300000000.0,572711.0,54257.0
EIB,2024,3400146000000.0,22699471000000.0,167447644000000.0,239767994000000.0,25099406000000.0,165154897000000.0,450668000000.0,758237000000.0,2971904000000.0,7310550000000.0,0.0141809836387086,0.1355616027658173,33.11069288005614,0.1046820536022001,0.6888112722834892,0.6983736286336866,2.531447190451761,0.0436587211701826,0,215.0,89.67001659112182,2347333.0,-1729.0,1866829000000.0,769807000000.0,0.549043776355486,0.7754478778264228,1080300000000.0,722565.0,149854.0
EIB,2025,4253362000000.0,23217403000000.0,177303877000000.0,273270407000000.0,26006343000000.0,184215863000000.0,701512000000.0,1091465000000.0,3479776000000.0,9542308000000.0,0.0155646637581214,0.1309469561119636,33.24148292272176,0.0951670665166462,0.6741156681484358,0.6488220914458549,2.8622687070114043,0.053818947230353,0,215.0,78.67664938926227,2347333.0,0.0,2350167000000.0,943616000000.0,0.5525433762750502,0.7743951725717209,240500000000.0,839751.0,117186.0
HDB,2015,2409584000000.0,5599115000000.0,74542719000000.0,106485935000000.0,9841679000000.0,56558835000000.0,288405000000.0,335861000000.0,272825000000.0,4677768000000.0,0.0226281902863509,0.0751128356345574,32.29903402662888,0.0924223372786274,0.5311390185004244,0.7000240829927445,1.586120011135307,0.0627528491414433,0,218.0,204.7218724238088,242467.0,73671.0,,,,,188107000000.0,179793.0,20980.0
HDB,2016,3276988000000.0,9813269000000.0,103299771000000.0,150294272000000.0,9942643000000.0,82224372000000.0,376621000000.0,460699000000.0,361461000000.0,6643222000000.0,0.021803811658238,0.0949979743904756,32.64361630151548,0.066154503878897,0.547089193126402,0.6873167528300745,1.4579387727035482,0.0643101328849993,0,218.0,145.04877471311747,804824.0,562357.0,1467206000000.0,485936000000.0,0.4477300496675606,0.5960174404056408,118224000000.0,181223.0,1430.0
HDB,2017,4072277000000.0,14570147000000.0,120537469000000.0,189334271000000.0,14759106000000.0,104497028000000.0,513992000000.0,548566000000.0,520683000000.0,8259439000000.0,0.0215083987621026,0.1208764969173195,32.87453519843412,0.0779526385901895,0.5519181891798131,0.6366384086904161,1.515106247806397,0.0685217556708445,0,238.0,125.70360280944594,985740.0,180916.0,2003352000000.0,531612000000.0,0.4919488531845942,0.6224930180338911,196433000000.0,193208.0,11985.0
HDB,2018,4441456000000.0,10697917000000.0,128060094000000.0,216057406000000.0,16828140000000.0,123131648000000.0,525191000000.0,626723000000.0,733036000000.0,9151374000000.0,0.0205568329372611,0.0835382566562851,33.006565256821034,0.0778873555484601,0.5699024637924237,0.5927132810249514,1.5308412017680455,0.0714615592895004,0,283.0,130.98370717271317,1036922.0,51182.0,2376730000000.0,566012000000.0,0.5351240674229352,0.6625624569960842,438175000000.0,200159.0,6951.0
HDB,2019,5080492000000.0,15314372000000.0,126018576000000.0,229477262000000.0,20381116000000.0,146324378000000.0,483922000000.0,583859000000.0,928884000000.0,9871512000000.0,0.0221394135337033,0.121524718704963,33.06682506426805,0.0888154051620155,0.6376421643029714,0.5491549572349351,1.3645470613242587,0.0783337846953611,0,283.0,123.32376529749602,357688.0,-679234.0,2615979000000.0,626753000000.0,0.5149066271534332,0.6382712540438997,625876000000.0,214820.0,14661.0
HDB,2020,6172829000000.0,21038455000000.0,174620270000000.0,319127480000000.0,24704048000000.0,178323092000000.0,815000000000.0,803467000000.0,738881000000.0,11239541000000.0,0.0193428312723178,0.1204811732337832,33.39661176270951,0.077411221371472,0.5587832548923709,0.5471802992333973,1.321953300361122,0.0643656145990382,0,305.0,95.57309198192522,359832.0,2144.0,3538343000000.0,672596000000.0,0.5732125416077458,0.682173279058921,949983000000.0,320924.0,106104.0
HDB,2021,6382768000000.0,23925107000000.0,183283117000000.0,374611571000000.0,30790113000000.0,203210901000000.0,1600455000000.0,878136000000.0,881482000000.0,12285433000000.0,0.0170383631849962,0.1305363384888309,33.556910794409696,0.082192103457477,0.5424576193883771,0.4892617612177281,1.6534905280499692,0.0670298126804554,0,326.0,87.02347317509847,637045.0,277213.0,3789826000000.0,761762000000.0,0.5937590086307383,0.7131056619949213,1927438000000.0,333129.0,12205.0
HDB,2022,8630709000000.0,22236736000000.0,215797174000000.0,416273023000000.0,38994886000000.0,263856383000000.0,1848250000000.0,1414595000000.0,1141346000000.0,15311836000000.0,0.0207332892672221,0.1030446116963515,33.662362466204144,0.0936762265278958,0.6338541496118042,0.5184029761159901,1.669162197224541,0.0709547568032563,0,344.0,82.63807188869887,641030.0,3984.0,5428661000000.0,893167000000.0,0.6289936319252567,0.7324807266703118,2956818000000.0,357930.0,24801.0
HDB,2023,9129202000000.0,40325322000000.0,370777888000000.0,602314859000000.0,46400322000000.0,343404295000000.0,2610402000000.0,1907723000000.0,1641838000000.0,30456603000000.0,0.0151568600103222,0.1087587024607033,34.031801446103934,0.0770366550097015,0.5701408322719131,0.6155881470624652,1.793793231386346,0.0821424469627487,0,372.0,61.76171722172307,641030.0,0.0,5130179000000.0,996502000000.0,0.5619526219268672,0.6711080552276092,2187802000000.0,427194.0,69264.0
HDB,2024,11980755000000.0,51502553000000.0,437505165000000.0,697366458000000.0,56657261000000.0,442484841000000.0,4199973000000.0,1967085000000.0,2389173000000.0,27138452000000.0,0.0171799989267622,0.1177187313891482,34.17833215322912,0.0812446029631095,0.6345083505579214,0.627367662985592,1.9336777686356943,0.0620300151199357,0,368.0,52.769959865204754,727701.0,86671.0,6915153000000.0,1157439000000.0,0.577188415922035,0.6737966012993338,1769868000000.0,562727.0,135533.0
HDB,2025,11600987000000.0,67857913000000.0,560714282000000.0,931103945000000.0,78285522000000.0,546370779000000.0,4017065000000.0,5500307000000.0,3802915000000.0,33246226000000.0,0.0124593898052918,0.1210204825851038,34.46739203573812,0.0840781766852035,0.5867989089016264,0.6022037442876477,2.437957429637722,0.0592926327494543,0,375.0,40.27477297392397,727701.0,0.0,6652127000000.0,1279178000000.0,0.5734104348190374,0.6836750183411119,4126040000000.0,663687.0,100960.0
KLB,2015,571923000000.0,397256000000.0,20080836000000.0,25322238000000.0,3373347000000.0,16217984000000.0,31282000000.0,30197000000.0,121083000000.0,1287136000000.0,0.0225857998807214,0.019782841710375,30.86270409792408,0.1332167796543101,0.6404640853624392,0.7930118972896472,1.1256762862757788,0.0640977297957117,0,103.0,406.7570962724543,645328.0,-33787.0,316943000000.0,110902000000.0,0.5541707537553132,0.7480814725059143,9047000000.0,52994.0,2522.0
KLB,2016,681680000000.0,479410000000.0,22889160000000.0,30451008000000.0,3363886000000.0,19766439000000.0,35559000000.0,23710000000.0,150381000000.0,1508068000000.0,0.0223861226531482,0.0209448490027593,31.04714021298482,0.1104687897359588,0.6491226497329744,0.7516716687999294,1.0606361621331997,0.0658856856258595,0,114.0,374.37184345424623,705743.0,60415.0,375114000000.0,137000000000.0,0.5502787231545593,0.7512527872315455,24981000000.0,53750.0,756.0
KLB,2017,806203000000.0,766333000000.0,26124192000000.0,37326805000000.0,3551597000000.0,24685503000000.0,33115000000.0,23136000000.0,150859000000.0,1867071000000.0,0.0215985000591398,0.029334227829898,31.25073281719325,0.0951487007795068,0.6613344753187421,0.6998775276908913,0.8389944494953172,0.0714690429468593,0,117.0,313.44766850524707,687916.0,-17827.0,440189000000.0,171565000000.0,0.5460026817067165,0.7588088856032538,48102000000.0,62175.0,8424.0
KLB,2018,928436000000.0,918220000000.0,29206157000000.0,42309803000000.0,3750147000000.0,29471994000000.0,63407000000.0,44399000000.0,169912000000.0,2196765000000.0,0.0219437561550452,0.0314392612489209,31.376039924540017,0.0886354162414795,0.6965760157285535,0.6902929091870269,0.9423115382013176,0.0752158183632307,0,134.0,316.7114722798402,683232.0,-4684.0,502088000000.0,198470000000.0,0.5407890258456156,0.7545571261777871,55959000000.0,68257.0,6082.0
KLB,2019,1041601000000.0,1506970000000.0,32920772000000.0,51102121000000.0,3791854000000.0,33479645000000.0,37763000000.0,65241000000.0,238952000000.0,2889998000000.0,0.020382735190189,0.0457756579948975,31.56484711912613,0.0742014993859061,0.6551517695322274,0.644215374152474,1.0213847846952977,0.0877864589566733,0,134.0,262.22003583765144,708653.0,25421.0,577443000000.0,221296000000.0,0.5543802281295813,0.7668377814537428,76456000000.0,90123.0,21866.0
KLB,2020,1085478000000.0,1356564000000.0,42017697000000.0,57281987000000.0,3918172000000.0,34716197000000.0,51165000000.0,49953000000.0,1781686000000.0,2980182000000.0,0.0189497267264838,0.0322855391146259,31.67900732722509,0.0684014679867861,0.6060578345510256,0.7335237340841546,5.423416625962804,0.0709268287597961,0,134.0,233.93043261575409,710761.0,2108.0,627372000000.0,207814000000.0,0.5779684157578504,0.7694177127495905,86979000000.0,90611.0,488.0
KLB,2021,1227211000000.0,7949405000000.0,51397605000000.0,83822488000000.0,4679417000000.0,38387339000000.0,98389000000.0,95906000000.0,531881000000.0,3518179000000.0,0.0146405938225073,0.1546648914866753,32.059722440638254,0.0558253174255576,0.4579599092787606,0.6131720284895386,1.891707054766156,0.0684502517189273,0,134.0,159.8616352213263,686287.0,-24474.0,761402000000.0,205471000000.0,0.6204328351033359,0.7878620709886075,255650000000.0,98250.0,7639.0
KLB,2022,1459022000000.0,2051780000000.0,52195871000000.0,85760181000000.0,5183574000000.0,44702595000000.0,75282000000.0,121976000000.0,647757000000.0,3284730000000.0,0.0170128139071907,0.0393092396139916,32.08257592378986,0.0604426662765555,0.5212511736653168,0.6086259426154896,1.890304131113641,0.0629308398742881,0,134.0,156.24967022865775,686287.0,0.0,957263000000.0,189687000000.0,0.6560990855518286,0.7861087769752615,396044000000.0,114325.0,16075.0
KLB,2023,1645837000000.0,3403885000000.0,56897722000000.0,86972602000000.0,5757558000000.0,51783052000000.0,229607000000.0,320567000000.0,451397000000.0,5741323000000.0,0.0189236260862932,0.059824627073822,32.09661426544533,0.0661996751574708,0.595394995771197,0.6542028258508352,1.9341675728189984,0.1009060257280599,0,134.0,154.0715086344088,686287.0,0.0,1023502000000.0,199696000000.0,0.6218732474722588,0.7432072556395317,512733000000.0,148559.0,34234.0
KLB,2024,2021575000000.0,4076479000000.0,63521494000000.0,92176268000000.0,6604952000000.0,61431909000000.0,231594000000.0,170332000000.0,838649000000.0,3920020000000.0,0.0219316212715403,0.0641747972741321,32.15472381639569,0.0716556673785057,0.6664612305631641,0.6891306773235818,2.019430976823461,0.0617117097403282,0,134.0,145.37364433109835,686287.0,0.0,1323461000000.0,259850000000.0,0.6546682660796657,0.7832066581749378,480475000000.0,227825.0,79266.0
KLB,2025,2061000000000.0,5840326000000.0,72010409000000.0,103302689000000.0,8416503000000.0,71587702000000.0,239102000000.0,470205000000.0,625418000000.0,4629566000000.0,0.0199510779433824,0.081103913741137,32.26868452269308,0.0814741908606077,0.6929897245946812,0.6970816509916794,1.8644613009089188,0.0642902333744556,0,134.0,129.71588764741642,686287.0,0.0,1288892000000.0,287893000000.0,0.6253721494420185,0.7650582241630277,877846000000.0,229825.0,2000.0
LPB,2015,1563456000000.0,,77628984000000.0,107587385000000.0,7600520000000.0,56164794000000.0,108688000000.0,45832000000.0,388153000000.0,4348857000000.0,0.0145319639472601,,32.30932451700616,0.0706450853880313,0.5220388431227323,0.7215435527129876,0.9662155976215278,0.0560210474994751,0,131.0,121.76148718550972,,,679507000000.0,414902000000.0,0.4346185629784272,0.6999934759916493,6045000000.0,,
LPB,2016,2031488000000.0,,110984894000000.0,141865255000000.0,8331885000000.0,79676162000000.0,160520000000.0,109998000000.0,617025000000.0,4884081000000.0,0.0143198417399665,,32.58589881458047,0.058730976799076,0.5616326703814828,0.782326116426464,1.113937942944591,0.0440067186080296,0,134.0,94.4558271156669,373270.0,25000.0,1023221000000.0,454633000000.0,0.5036805533677777,0.7274736547791569,76065000000.0,114343.0,81.0
LPB,2017,2813096000000.0,36412964000000.0,128275377000000.0,163433639000000.0,9383258000000.0,100621236000000.0,189204000000.0,154283000000.0,730402000000.0,6282936000000.0,0.0172124662781326,0.283865577725022,32.72742814619938,0.0574132599470541,0.6156702904963157,0.7848774449671282,1.0672588040957875,0.0489800626350916,0,227.0,138.89429458276945,373270.0,0.0,1506146000000.0,565216000000.0,0.5354051194840134,0.7363282305331919,64880000000.0,160828.0,46485.0
LPB,2018,3048068000000.0,22719344000000.0,124948075000000.0,175094532000000.0,10200892000000.0,119193424000000.0,501728000000.0,233610000000.0,945117000000.0,8840534000000.0,0.0174081278563284,0.1818302843000982,32.79634712686297,0.0582593407314398,0.6807375572413649,0.7136035236097493,1.4098554631671625,0.0707536630716399,0,388.0,221.5945841187091,373270.0,0.0,1620343000000.0,662755000000.0,0.5315967360308235,0.7490311895928831,152825000000.0,203950.0,43122.0
LPB,2019,4032180000000.0,19684437000000.0,136847259000000.0,202058040000000.0,12579800000000.0,140522626000000.0,279874000000.0,324179000000.0,1426284000000.0,10198972000000.0,0.0199555533647658,0.1438423914650713,32.939576098792,0.0622583491357235,0.6954567410433161,0.6772670812802104,1.4448470383694652,0.0745281423576046,0,538.0,266.26013001016935,373270.0,0.0,1864881000000.0,726329000000.0,0.4624994419891969,0.6426325213656137,393411000000.0,220762.0,16812.0
LPB,2020,4645147000000.0,25281802000000.0,174525987000000.0,242342951000000.0,14231726000000.0,176621536000000.0,404729000000.0,356353000000.0,1766267000000.0,11148984000000.0,0.019167658810922,0.1448598139141307,33.12137499176433,0.0587255620238774,0.7288082251668215,0.7201611859550229,1.4309404488476425,0.063881512384743,0,556.0,229.42693307386523,373270.0,0.0,2239354000000.0,810693000000.0,0.482084635857595,0.656609360263518,626801000000.0,251945.0,31183.0
LPB,2021,5090421000000.0,17846441000000.0,180276346000000.0,289193879000000.0,16801877000000.0,208954136000000.0,460296000000.0,1069630000000.0,1333528000000.0,11908392000000.0,0.0176021049186867,0.0989949119558924,33.29811844070563,0.0580990063071148,0.7225399677287084,0.6233753861712958,1.3703744059892644,0.0660563200010721,0,556.0,192.25856436608743,409789.0,36519.0,2737169000000.0,855389000000.0,0.5377097493507904,0.7057486993708378,857882000000.0,262760.0,10815.0
LPB,2022,5306893000000.0,18760984000000.0,215888025000000.0,327745847000000.0,24055154000000.0,235506871000000.0,1069695000000.0,1004566000000.0,1352557000000.0,13325675000000.0,0.0161920983853076,0.086901457364298,33.42325956724875,0.0733957553396549,0.7185655383758379,0.6587056006235221,1.4550819623432558,0.0617249381942328,0,561.0,171.16921698171817,409789.0,0.0,3038695000000.0,884358000000.0,0.5725939829576364,0.7392372523810071,1661862000000.0,269167.0,6407.0
LPB,2023,5759872000000.0,22919137000000.0,237391609000000.0,382863179000000.0,34117400000000.0,275430884000000.0,812753000000.0,1706597000000.0,1169301000000.0,21150522000000.0,0.0150442046034413,0.0965456913011613,33.57869880629863,0.0891112070090187,0.7193976833170473,0.6200429344499592,1.3392292637742105,0.0890954911552918,0,566.0,147.83349014609732,624217.0,214428.0,3233810000000.0,1023185000000.0,0.5614378236183026,0.7390780559012422,3565627000000.0,371819.0,102652.0
LPB,2024,5810443000000.0,27721935000000.0,283171846000000.0,508330398000000.0,43338300000000.0,331606315000000.0,855049000000.0,1921132000000.0,2422462000000.0,18743291000000.0,0.0114304456763964,0.0978979209677504,33.86215274185905,0.0852561644365796,0.652344058715922,0.5570625858971353,1.5677153192936029,0.0661905174005186,0,566.0,111.34490524802337,624217.0,0.0,3150672000000.0,1173005000000.0,0.5422429924878361,0.7441217476877409,3210999000000.0,634205.0,262386.0
LPB,2025,6190125000000.0,28540907000000.0,337583366000000.0,605584514000000.0,47192474000000.0,391746491000000.0,953049000000.0,1389832000000.0,4255424000000.0,23257395000000.0,0.0102217359541,0.0845447669361765,34.03721524639062,0.077928799216289,0.6468898757209633,0.5574504601681409,1.6843303390304012,0.0688937825212632,0,566.0,93.46342036745015,638041.0,13824.0,3170041000000.0,1471961000000.0,0.512112598695503,0.7499044041921609,3198621000000.0,839103.0,204898.0
MBB,2015,3449129000000.0,56547885000000.0,181565384000000.0,221041993000000.0,23183051000000.0,121348630000000.0,425343000000.0,442136000000.0,1082115000000.0,6219098000000.0,0.0156039535890359,0.3114463988355842,33.02937381297067,0.1048807544908446,0.5489845090204195,0.8214067450975254,1.6066056946831622,0.0342526634922877,0,250.0,113.1006812809546,933908.0,19320.0,1660746000000.0,599752000000.0,0.4814972127745874,0.6553822718721162,543838000000.0,363495.0,97426.0
MBB,2016,4174668000000.0,66096129000000.0,194812397000000.0,256258500000000.0,26588446000000.0,150737702000000.0,896027000000.0,476547000000.0,614623000000.0,7573533000000.0,0.0162908469377601,0.3392809185546852,33.177207816562735,0.1037563475943237,0.5882251788721155,0.7602182834910842,1.318314511654158,0.0388760321038501,0,265.0,103.41120392104068,964940.0,31032.0,2222110000000.0,821682000000.0,0.5322842439207142,0.7291099555701196,682640000000.0,436531.0,73036.0
MBB,2017,5999239000000.0,66297035000000.0,220176022000000.0,313877828000000.0,29601170000000.0,184188142000000.0,735553000000.0,668431000000.0,813673000000.0,8657074000000.0,0.0191132933416373,0.3011092415867155,33.3800249433219,0.0943079356341155,0.5868147590214623,0.701470452382511,1.2040172488411334,0.0393188773298847,0,282.0,89.84387390370243,980764.0,15824.0,3410749000000.0,967191000000.0,0.5685302752565784,0.7297492231931416,1130676000000.0,621885.0,185354.0
